Date,Year,Month,Price_alum,Price_gold,Price_nickel,Price_silver,Price_uran,Inflation_rate,Price_alum_infl,Price_gold_infl,Price_nickel_infl,Price_silver_infl,Price_uran_infl,Month_Num,Quarter,Price_gold_Lag_1,Price_gold_Lag_2,Price_gold_Lag_3,Price_gold_Rolling_Mean_3,Price_gold_Returns,Price_silver_Lag_1,Price_silver_Lag_2,Price_silver_Lag_3,Price_silver_Rolling_Mean_3,Price_silver_Returns,Price_alum_Lag_1,Price_alum_Lag_2,Price_alum_Lag_3,Price_alum_Rolling_Mean_3,Price_alum_Returns,Price_nickel_Lag_1,Price_nickel_Lag_2,Price_nickel_Lag_3,Price_nickel_Rolling_Mean_3,Price_nickel_Returns,Price_uran_Lag_1,Price_uran_Lag_2,Price_uran_Lag_3,Price_uran_Rolling_Mean_3,Price_uran_Returns
1993-03-01,1993,Mar,1151.33,330.08,5971.3,3.65,10.2,84.15,2120.174195,607.84232,10996.14895,6.721475,18.7833,3,1,329.31,329.01,334.82,329.46666666666664,0.002338222343688301,3.66,3.68,3.73,3.6633333333333336,-0.002732240437158584,1201.85,1206.76,1207.1,1186.6466666666665,-0.042035195739901,6038.68,5930.93,5724.07,5980.303333333333,-0.01115806765717009,10.1,9.8,10.0,10.033333333333333,0.00990099009900991
1993-04-01,1993,Apr,1108.53,342.15,5972.33,3.95,10.35,84.15,2041.357995,630.069225,10998.0457,7.273925,19.059525,4,2,330.08,329.31,329.01,333.84666666666664,0.03656689287445469,3.65,3.66,3.68,3.7533333333333334,0.08219178082191791,1151.33,1201.85,1206.76,1153.9033333333332,-0.03717439830456948,5971.3,6038.68,5930.93,5994.103333333333,0.0001724917522147873,10.2,10.1,9.8,10.216666666666667,0.014705882352941124
1993-05-01,1993,May,1123.96,367.18,5762.55,4.46,10.1,84.15,2069.77234,676.16197,10611.73583,8.21309,18.59915,5,2,342.15,330.08,329.31,346.47,0.07315504895513669,3.95,3.65,3.66,4.0200000000000005,0.12911392405063293,1108.53,1151.33,1201.85,1127.9399999999998,0.013919334614309165,5972.33,5971.3,6038.68,5902.06,-0.03512531959888343,10.35,10.2,10.1,10.216666666666667,-0.024154589371980673
1993-06-01,1993,Jun,1165.3,371.89,5532.43,4.38,10.3,84.15,2145.89995,684.835435,10187.96985,8.06577,18.96745,6,2,367.18,342.15,330.08,360.4066666666667,0.0128274960509831,4.46,3.95,3.65,4.263333333333333,-0.017937219730941756,1123.96,1108.53,1151.33,1132.5966666666666,0.036780668351186874,5762.55,5972.33,5971.3,5755.77,-0.03993370990273404,10.1,10.35,10.2,10.25,0.01980198019801982
1993-07-01,1993,Jul,1202.13,392.19,5036.2,5.02,9.9,84.15,2213.722395,722.217885,9274.1623,9.24433,18.23085,7,3,371.89,367.18,342.15,377.08666666666664,0.05458603350453095,4.38,4.46,3.95,4.62,0.1461187214611872,1165.3,1123.96,1108.53,1163.7966666666669,0.03160559512571881,5532.43,5762.55,5972.33,5443.7266666666665,-0.08969476342222138,10.3,10.1,10.35,10.1,-0.03883495145631066
1993-08-01,1993,Aug,1172.14,378.84,4721.81,4.84,10.05,84.15,2158.49581,697.63386,8695.213115,8.91286,18.507075,8,3,392.19,371.89,367.18,380.9733333333333,-0.034039623651801465,5.02,4.38,4.46,4.746666666666666,-0.03585657370517925,1202.13,1165.3,1123.96,1179.8566666666668,-0.024947385058188387,5036.2,5532.43,5762.55,5096.813333333334,-0.062426035502958444,9.9,10.3,10.1,10.083333333333334,0.015151515151515138
1993-09-01,1993,Sep,1115.38,355.28,4352.89,4.22,10.2,84.15,2053.97227,654.24812,8015.846935,7.77113,18.7833,9,3,378.84,392.19,371.89,375.43666666666667,-0.0621898426776476,4.84,5.02,4.38,4.693333333333333,-0.12809917355371903,1172.14,1202.13,1165.3,1163.216666666667,-0.04842424966300951,4721.81,5036.2,5532.43,4703.633333333334,-0.07813105567568368,10.05,9.9,10.3,10.05,0.01492537313432818
1993-10-01,1993,Oct,1087.1,364.18,4448.9,4.34,10.18,84.15,2001.89465,670.63747,8192.64935,7.99211,18.74647,10,4,355.28,378.84,392.19,366.09999999999997,0.0250506642648054,4.22,4.84,5.02,4.466666666666666,0.028436018957346043,1115.38,1172.14,1202.13,1124.8733333333334,-0.025354587674156104,4352.89,4721.81,5036.2,4507.866666666667,0.022056610665557752,10.2,10.05,9.9,10.143333333333333,-0.0019607843137254832
1993-11-01,1993,Nov,1039.81,373.83,4633.89,4.53,9.9,84.15,1914.810115,688.407945,8533.308435,8.341995,18.23085,11,4,364.18,355.28,378.84,364.43,0.026497885660936804,4.34,4.22,4.84,4.363333333333333,0.04377880184331806,1087.1,1115.38,1172.14,1080.7633333333333,-0.0435010578603624,4448.9,4352.89,4721.81,4478.56,0.041581064982355365,10.18,10.2,10.05,10.093333333333334,-0.027504911591355485
1993-12-01,1993,Dec,1094.3,383.3,5119.12,4.97,9.85,84.15,2015.15345,705.84695,9426.85948,9.152255,18.138775,12,4,373.83,364.18,355.28,373.77,0.025332370328759124,4.53,4.34,4.22,4.613333333333333,0.0971302428256069,1039.81,1087.1,1115.38,1073.7366666666667,0.052403804541214294,4633.89,4448.9,4352.89,4733.97,0.10471331861567701,9.9,10.18,10.2,9.976666666666667,-0.005050505050505083
1994-01-01,1994,Jan,1174.59,386.88,5577.95,5.15,9.45,79.47,2108.036673,694.333536,10010.74687,9.242705,16.959915,1,1,383.3,373.83,364.18,381.33666666666664,0.009339942603704632,4.97,4.53,4.34,4.883333333333334,0.03621730382293764,1094.3,1039.81,1087.1,1102.8999999999999,0.07337110481586406,5119.12,4633.89,4448.9,5110.32,0.08963063964118834,9.85,9.9,10.18,9.733333333333333,-0.040609137055837574
1994-02-01,1994,Feb,1269.93,381.91,5824.95,5.25,9.45,79.47,2279.143371,685.413877,10454.03777,9.422175,16.959915,2,1,386.88,383.3,373.83,384.03000000000003,-0.012846360628618658,5.15,4.97,4.53,5.123333333333334,0.01941747572815533,1174.59,1094.3,1039.81,1179.6066666666666,0.08116874824406817,5577.95,5119.12,4633.89,5507.34,0.044281501268387036,9.45,9.85,9.9,9.583333333333332,0.0
1994-03-01,1994,Mar,1289.03,384.13,5587.54,5.44,9.3,79.47,2313.422141,689.398111,10027.95804,9.763168,16.69071,3,1,381.91,386.88,383.3,384.3066666666667,0.005812887853159143,5.25,5.15,4.97,5.28,0.03619047619047633,1269.93,1174.59,1094.3,1244.5166666666667,0.01504019906609022,5824.95,5577.95,5119.12,5663.48,-0.04075743139426091,9.45,9.45,9.85,9.4,-0.015873015873015706
1994-04-01,1994,Apr,1278.72,377.27,5407.97,5.35,9.25,79.47,2294.918784,677.086469,9705.683759,9.601645,16.600975,4,2,384.13,381.91,386.88,381.1033333333333,-0.017858537474292557,5.44,5.25,5.15,5.346666666666667,-0.016544117647058987,1289.03,1269.93,1174.59,1279.2266666666667,-0.00799826225921818,5587.54,5824.95,5577.95,5606.82,-0.0321375775385947,9.3,9.45,9.45,9.333333333333334,-0.005376344086021612
1994-05-01,1994,May,1322.59,381.43,6086.65,5.42,9.25,79.47,2373.652273,684.552421,10923.71076,9.727274,16.600975,5,2,377.27,384.13,381.91,380.9433333333333,0.011026585734354777,5.35,5.44,5.25,5.403333333333333,0.013084112149532867,1278.72,1289.03,1269.93,1296.78,0.03430774524524516,5407.97,5587.54,5824.95,5694.053333333333,0.12549625830024924,9.25,9.3,9.45,9.266666666666667,0.0
1994-06-01,1994,Jun,1400.58,385.64,6281.84,5.39,9.25,79.47,2513.620926,692.108108,11274.01825,9.673433,16.600975,6,2,381.43,377.27,384.13,381.4466666666667,0.01103741184489948,5.42,5.35,5.44,5.386666666666666,-0.005535055350553542,1322.59,1278.72,1289.03,1333.9633333333334,0.0589676316923613,6086.65,5407.97,5587.54,5925.486666666667,0.032068543451652554,9.25,9.25,9.3,9.25,0.0
1994-07-01,1994,Jul,1492.42,385.49,6226.76,5.28,9.1,79.47,2678.446174,691.838903,11175.16617,9.476016,16.33177,7,3,385.64,381.43,377.27,384.18666666666667,-0.0003889638004356266,5.39,5.42,5.35,5.363333333333333,-0.020408163265306034,1400.58,1322.59,1278.72,1405.1966666666667,0.06557283411158243,6281.84,6086.65,5407.97,6198.416666666667,-0.008768131630222942,9.25,9.25,9.25,9.200000000000001,-0.016216216216216273
1994-08-01,1994,Aug,1455.36,380.36,5859.5,5.2,9.05,79.47,2611.934592,682.632092,10516.04465,9.33244,16.242035,8,3,385.49,385.64,381.43,383.83,-0.013307738203325647,5.28,5.39,5.42,5.29,-0.015151515151515138,1492.42,1400.58,1322.59,1449.4533333333331,-0.024832151807132163,6226.76,6281.84,6086.65,6122.7,-0.05898091463297128,9.1,9.25,9.25,9.133333333333333,-0.005494505494505364
1994-09-01,1994,Sep,1569.22,391.58,6364.75,5.52,9.45,79.47,2816.279134,702.768626,11422.81683,9.906744,16.959915,9,3,380.36,385.49,385.64,385.81,0.02949836996529598,5.2,5.28,5.39,5.333333333333333,0.06153846153846132,1455.36,1492.42,1400.58,1505.6666666666667,0.07823493843447671,5859.5,6226.76,6281.84,6150.336666666667,0.08622749381346528,9.05,9.1,9.25,9.200000000000001,0.044198895027624197
1994-10-01,1994,Oct,1698.05,389.77,6748.29,5.45,9.5,79.47,3047.490335,699.520219,12111.15606,9.781115,17.04965,10,4,391.58,380.36,385.49,387.2366666666667,-0.004622299402420982,5.52,5.2,5.28,5.39,-0.0126811594202898,1569.22,1455.36,1492.42,1574.21,0.08209811243802645,6364.75,5859.5,6226.76,6324.18,0.06026002592403468,9.45,9.05,9.1,9.333333333333334,0.005291005291005346
1994-11-01,1994,Nov,1892.59,384.39,7556.14,5.19,9.6,79.47,3396.631273,689.864733,13561.00446,9.314493,17.22912,11,4,389.77,391.58,380.36,388.58,-0.01380301203273726,5.45,5.52,5.2,5.386666666666667,-0.047706422018348627,1698.05,1569.22,1455.36,1719.9533333333336,0.11456670887194131,6748.29,6364.75,5859.5,6889.7266666666665,0.11971180847296137,9.5,9.45,9.05,9.516666666666667,0.010526315789473717
1994-12-01,1994,Dec,1878.31,379.29,8555.5,4.78,10.4,79.47,3371.002957,680.711763,15354.55585,8.578666,18.66488,12,4,384.39,389.77,391.58,384.48333333333335,-0.01326777491610076,5.19,5.45,5.52,5.140000000000001,-0.07899807321772645,1892.59,1698.05,1569.22,1822.9833333333333,-0.007545215815364159,7556.14,6748.29,6364.75,7619.9766666666665,0.13225800474845628,9.6,9.5,9.45,9.833333333333334,0.08333333333333348
1995-01-01,1995,Jan,2060.55,378.55,9592.55,4.77,10.78,74.58,3597.30819,660.87259,16746.67379,8.327466,18.819724,1,1,379.29,384.39,389.77,380.74333333333334,-0.0019510137361913316,4.78,5.19,5.45,4.913333333333334,-0.0020920502092051096,1878.31,1892.59,1698.05,1943.8166666666666,0.09702338804563682,8555.5,7556.14,6748.29,8568.063333333334,0.1212144234702821,10.4,9.6,9.5,10.26,0.03653846153846141
1995-02-01,1995,Feb,1916.15,376.64,8505.45,4.72,11.15,74.58,3345.21467,657.538112,14848.81461,8.240176,19.46567,2,1,378.55,379.29,384.39,378.16,-0.0050455686170916,4.77,4.78,5.19,4.756666666666667,-0.010482180293501009,2060.55,1878.31,1892.59,1951.67,-0.07007837713231913,9592.55,8555.5,7556.14,8884.5,-0.1133275302187634,10.78,10.4,9.6,10.776666666666666,0.03432282003710574
1995-03-01,1995,Mar,1805.07,382.12,7531.91,4.65,11.8,74.58,3151.291206,667.105096,13149.20848,8.11797,20.60044,3,1,376.64,378.55,379.29,379.1033333333333,0.014549702633814832,4.72,4.77,4.78,4.713333333333333,-0.01483050847457612,1916.15,2060.55,1878.31,1927.256666666667,-0.057970409414711876,8505.45,9592.55,8555.5,8543.303333333333,-0.11446072812138108,11.15,10.78,10.4,11.243333333333334,0.058295964125560484
1995-04-01,1995,Apr,1849.0,391.03,7397.83,5.48,11.85,74.58,3227.9842,682.660174,12915.13161,9.566984,20.68773,4,2,382.12,376.64,378.55,383.2633333333333,0.02331728252904841,4.65,4.72,4.77,4.95,0.17849462365591395,1805.07,1916.15,2060.55,1856.74,0.024337006321084598,7531.91,8505.45,9592.55,7811.7300000000005,-0.017801593486911016,11.8,11.15,10.78,11.6,0.004237288135593209
1995-05-01,1995,May,1762.69,385.22,7232.19,5.56,11.9,74.58,3077.304202,672.517076,12625.9573,9.706648,20.77502,5,2,391.03,382.12,376.64,386.1233333333333,-0.014858195023399579,5.48,4.65,4.72,5.23,0.014598540145985162,1849.0,1805.07,1916.15,1805.5866666666668,-0.04667928610059491,7397.83,7531.91,8505.45,7387.31,-0.022390349602518622,11.85,11.8,11.15,11.850000000000001,0.0042194092827005925
1995-06-01,1995,Jun,1780.05,387.56,7871.57,5.36,11.7,74.58,3107.61129,676.602248,13742.18691,9.357488,20.42586,6,2,385.22,391.03,382.12,387.93666666666667,0.006074450963085898,5.56,5.48,4.65,5.466666666666666,-0.03597122302158262,1762.69,1849.0,1805.07,1797.2466666666667,0.009848583698778501,7232.19,7397.83,7531.91,7500.53,0.08840752247935968,11.9,11.85,11.8,11.816666666666665,-0.01680672268907568
1995-07-01,1995,Jul,1860.1,386.23,8596.57,5.16,11.7,74.58,3247.36258,674.280334,15007.89191,9.008328,20.42586,7,3,387.56,385.22,391.03,386.33666666666676,-0.003431726700381832,5.36,5.56,5.48,5.359999999999999,-0.03731343283582089,1780.05,1762.69,1849.0,1800.9466666666667,0.0449706468919413,7871.57,7232.19,7397.83,7900.110000000001,0.09210360830177455,11.7,11.9,11.85,11.766666666666666,0.0
1995-08-01,1995,Aug,1888.32,383.67,8944.66,5.4,11.7,74.58,3296.629056,669.811086,15615.58743,9.42732,20.42586,8,3,386.23,387.56,385.22,385.82,-0.0066281749216787755,5.16,5.36,5.56,5.3066666666666675,0.04651162790697683,1860.1,1780.05,1762.69,1842.823333333333,0.015171227353368177,8596.57,7871.57,7232.19,8470.933333333334,0.040491731004342446,11.7,11.7,11.9,11.7,0.0
1995-09-01,1995,Sep,1760.83,383.06,8405.21,5.43,11.85,74.58,3074.057014,668.746148,14673.81562,9.479694,20.68773,9,3,383.67,386.23,387.56,384.32,-0.001589907993848949,5.4,5.16,5.36,5.33,0.005555555555555536,1888.32,1860.1,1780.05,1836.4166666666667,-0.06751503982375873,8944.66,8596.57,7871.57,8648.813333333334,-0.06030972669726975,11.7,11.7,11.7,11.75,0.012820512820512775
1995-10-01,1995,Oct,1674.32,383.14,8061.73,5.37,11.85,74.58,2923.027856,668.885812,14074.16823,9.374946,20.68773,10,4,383.06,383.67,386.23,383.28999999999996,0.00020884456743064383,5.43,5.4,5.16,5.3999999999999995,-0.011049723756906049,1760.83,1888.32,1860.1,1774.4899999999998,-0.049130239716497326,8405.21,8944.66,8596.57,8470.533333333333,-0.040865130080033674,11.85,11.7,11.7,11.799999999999999,0.0
1995-11-01,1995,Nov,1654.07,385.31,8505.91,5.32,11.85,74.58,2887.675406,672.674198,14849.61768,9.287656,20.68773,11,4,383.14,383.06,383.67,383.83666666666664,0.005663726053139806,5.37,5.43,5.4,5.373333333333334,-0.009310986964618184,1674.32,1760.83,1888.32,1696.4066666666668,-0.012094462229442438,8061.73,8405.21,8944.66,8324.283333333333,0.05509735503421731,11.85,11.85,11.7,11.85,0.0
1995-12-01,1995,Dec,1656.74,387.44,8090.89,5.18,11.85,74.58,2892.336692,676.392752,14125.07576,9.043244,20.68773,12,4,385.31,383.14,383.06,385.2966666666666,0.005528016402377212,5.32,5.37,5.43,5.29,-0.026315789473684292,1654.07,1674.32,1760.83,1661.71,0.0016142001245413873,8505.91,8061.73,8405.21,8219.51,-0.048791957591839075,11.85,11.85,11.85,11.85,0.0
1996-01-01,1996,Jan,1589.34,399.45,7862.05,5.46,12.2,69.6,2695.52064,677.4672,13334.0368,9.26016,20.6912,1,1,387.44,385.31,383.14,390.73333333333335,0.030998348131323628,5.18,5.32,5.37,5.319999999999999,0.05405405405405417,1656.74,1654.07,1674.32,1633.3833333333332,-0.040682303801441444,8090.89,8505.91,8061.73,8152.950000000001,-0.028283662242349128,11.85,11.85,11.85,11.966666666666667,0.029535864978902815
1996-02-01,1996,Feb,1591.55,404.76,8215.55,5.66,15.75,69.6,2699.2688,686.47296,13933.5728,9.59936,26.712,2,1,399.45,387.44,385.31,397.2166666666667,0.01329327825760429,5.46,5.18,5.32,5.433333333333334,0.03663003663003672,1589.34,1656.74,1654.07,1612.5433333333333,0.0013905143015340293,7862.05,8090.89,8505.91,8056.163333333334,0.0449628277612073,12.2,11.85,11.85,13.266666666666666,0.2909836065573772
1996-03-01,1996,Mar,1612.48,396.21,8021.74,5.52,15.75,69.6,2734.76608,671.97216,13604.87104,9.36192,26.712,3,1,404.76,399.45,387.44,400.14000000000004,-0.021123628817076856,5.66,5.46,5.18,5.546666666666667,-0.024734982332155542,1591.55,1589.34,1656.74,1597.79,0.013150702145707127,8215.55,7862.05,8090.89,8033.113333333335,-0.023590629963909815,15.75,12.2,11.85,14.566666666666665,0.0
1996-04-01,1996,Apr,1587.23,392.85,8042.85,5.42,15.99,69.6,2691.94208,666.2736,13640.6736,9.19232,27.11904,4,2,396.21,404.76,399.45,397.94,-0.008480351328840618,5.52,5.66,5.46,5.533333333333334,-0.018115942028985477,1612.48,1591.55,1589.34,1597.0866666666668,-0.015659108950188516,8021.74,8215.55,7862.05,8093.38,0.0026315986307210437,15.75,15.75,12.2,15.83,0.015238095238095273
1996-05-01,1996,May,1589.26,391.93,8026.55,5.37,16.38,69.6,2695.38496,664.71328,13613.0288,9.10752,27.78048,5,2,392.85,396.21,404.76,393.66333333333336,-0.0023418607611047637,5.42,5.52,5.66,5.4366666666666665,-0.009225092250922495,1587.23,1612.48,1591.55,1596.3233333333335,0.0012789576809912884,8042.85,8021.74,8215.55,8030.380000000001,-0.0020266447838763746,15.99,15.75,15.75,16.040000000000003,0.024390243902439046
1996-06-01,1996,Jun,1482.48,385.27,7709.48,5.16,16.5,69.6,2514.28608,653.41792,13075.27808,8.75136,27.984,6,2,391.93,392.85,396.21,390.01666666666665,-0.01699283035235888,5.37,5.42,5.52,5.316666666666666,-0.03910614525139666,1589.26,1587.23,1612.48,1552.99,-0.06718850282521427,8026.55,8042.85,8021.74,7926.293333333334,-0.039502650578393084,16.38,15.99,15.75,16.290000000000003,0.0073260073260073
1996-07-01,1996,Jul,1458.7,383.47,7203.65,5.07,16.5,69.6,2473.9552,650.36512,12217.3904,8.59872,27.984,7,3,385.27,391.93,392.85,386.89000000000004,-0.004672048174007681,5.16,5.37,5.42,5.2,-0.0174418604651162,1482.48,1589.26,1587.23,1510.1466666666668,-0.016040688575899797,7709.48,8026.55,8042.85,7646.56,-0.0656114290457982,16.5,16.38,15.99,16.459999999999997,0.0
1996-08-01,1996,Aug,1463.36,387.35,7054.36,5.14,16.46,69.6,2481.85856,656.9456,11964.19456,8.71744,27.91616,8,3,383.47,385.27,391.93,385.3633333333333,0.010118131796490015,5.07,5.16,5.37,5.123333333333333,0.01380670611439827,1458.7,1482.48,1589.26,1468.18,0.0031946253513401857,7203.65,7709.48,8026.55,7322.496666666667,-0.020724216195956213,16.5,16.5,16.38,16.486666666666668,-0.002424242424242329
1996-09-01,1996,Sep,1407.38,383.14,7318.05,5.04,16.15,69.6,2386.91648,649.80544,12411.4128,8.54784,27.3904,9,3,387.35,383.47,385.27,384.65333333333336,-0.010868723376791123,5.14,5.07,5.16,5.083333333333333,-0.01945525291828787,1463.36,1458.7,1482.48,1443.1466666666668,-0.03825442816531799,7054.36,7203.65,7709.48,7192.02,0.03737971977613852,16.46,16.5,16.5,16.37,-0.01883353584447156
1996-10-01,1996,Oct,1336.34,381.07,7031.39,4.93,15.74,69.6,2266.43264,646.29472,11925.23744,8.36128,26.69504,10,4,383.14,387.35,383.47,383.8533333333333,-0.005402724852534346,5.04,5.14,5.07,5.036666666666666,-0.02182539682539686,1407.38,1463.36,1458.7,1402.36,-0.05047677244241089,7318.05,7054.36,7203.65,7134.600000000001,-0.03917163725309336,16.15,16.46,16.5,16.116666666666667,-0.025386996904024683
1996-11-01,1996,Nov,1449.52,377.85,6943.38,4.83,15.07,69.6,2458.38592,640.8336,11775.97248,8.19168,25.55872,11,4,381.07,383.14,387.35,380.68666666666667,-0.00844989109612404,4.93,5.04,5.14,4.933333333333334,-0.020283975659229125,1336.34,1407.38,1463.36,1397.7466666666667,0.08469401499618368,7031.39,7318.05,7054.36,7097.6066666666675,-0.012516728555804768,15.74,16.15,16.46,15.653333333333334,-0.04256670902160098
1996-12-01,1996,Dec,1500.29,369.0,6580.75,4.83,14.76,69.6,2544.49184,625.824,11160.952,8.19168,25.03296,12,4,377.85,381.07,383.14,375.97333333333336,-0.02342199285430735,4.83,4.93,5.04,4.863333333333333,0.0,1449.52,1336.34,1407.38,1428.7166666666665,0.03502538771455388,6943.38,7031.39,7318.05,6851.840000000001,-0.05222672531245587,15.07,15.74,16.15,15.19,-0.020570670205706687
1997-01-01,1997,Jan,1575.61,355.11,7071.55,4.77,14.49,65.73,2611.258453,588.523803,11719.67982,7.905321,24.014277,1,1,369.0,377.85,381.07,367.32,-0.03764227642276419,4.83,4.83,4.93,4.81,-0.01242236024844734,1500.29,1449.52,1336.34,1508.4733333333334,0.0502036272987223,6580.75,6943.38,7031.39,6865.2266666666665,0.07458116476085563,14.76,15.07,15.74,14.773333333333333,-0.018292682926829285
1997-02-01,1997,Feb,1580.01,346.58,7734.53,5.07,13.81,65.73,2618.550573,574.387034,12818.43657,8.402511,22.887313,2,1,355.11,369.0,377.85,356.8966666666667,-0.024020725972234036,4.77,4.83,4.83,4.89,0.0628930817610065,1575.61,1500.29,1449.52,1551.97,0.0027925692271564273,7071.55,6580.75,6943.38,7128.943333333334,0.09375313757238501,14.49,14.76,15.07,14.353333333333333,-0.04692891649413389
1997-03-01,1997,Mar,1631.57,351.81,7895.87,5.2,13.62,65.73,2704.000961,583.054713,13085.82535,8.61796,22.572426,3,1,346.58,355.11,369.0,351.1666666666667,0.015090311039298365,5.07,4.77,4.83,5.013333333333334,0.02564102564102555,1580.01,1575.61,1500.29,1595.7299999999998,0.03263270485629843,7734.53,7071.55,6580.75,7567.316666666667,0.02085970317524133,13.81,14.49,14.76,13.973333333333334,-0.013758146270818394
